City,Date,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene
Delhi,16-04-2019,17.1,35.01,35.08,1.1,12.59,47.49,2.52,18.41,0.34
Delhi,17-04-2019,9.73,26.84,23.56,0.9,11.1,45.44,1.16,10.16,0.64
Delhi,18-04-2019,15.97,39.07,35.02,1.01,15.05,50.12,2.26,16.68,0.74
Delhi,19-04-2019,26.94,47.56,49.15,1.24,21.22,45.45,3.13,22.01,1.49
Delhi,20-04-2019,30.3,55.28,56.28,1.42,26.03,55.67,3.8,21.84,1.13
Delhi,24-04-2019,12.55,51.58,39.67,1.41,19.17,61.45,3.75,25.22,1.91
Delhi,25-04-2019,9.48,39.89,30.31,1.31,17.67,65.26,3.38,23.29,1.42
Delhi,27-04-2019,15.19,39.8,34.4,1.05,21.85,52.16,2.92,23.25,1.17
Delhi,28-04-2019,17.66,40.9,35.31,1.06,20.02,54.0,2.53,25.12,0.86
Delhi,02-05-2019,20.46,43.19,36.46,1.19,18.26,65.33,3.25,24.4,0.69
Delhi,03-05-2019,25.52,49.82,43.92,1.09,17.91,64.36,2.63,20.92,0.68
Delhi,04-05-2019,38.81,59.78,54.6,1.26,18.19,46.34,3.06,23.01,1.04
Delhi,05-05-2019,39.94,55.16,57.99,1.51,21.93,52.97,2.68,20.52,0.48
Delhi,10-05-2019,16.0,38.05,34.62,1.03,17.6,52.66,3.02,21.93,0.29
Delhi,11-05-2019,14.21,42.02,35.69,1.15,21.6,62.02,3.21,24.68,0.25
Delhi,12-05-2019,12.49,40.68,33.4,1.22,19.36,57.85,2.71,18.73,0.19
Delhi,14-05-2019,11.9,37.53,30.36,1.02,13.4,54.85,2.15,21.65,0.15
Delhi,18-05-2019,11.87,33.79,29.15,1.04,10.93,45.46,2.4,20.4,0.06
Delhi,19-05-2019,17.04,45.8,40.46,1.21,17.36,59.34,3.35,20.41,0.18
Delhi,21-05-2019,20.21,47.58,44.25,1.21,20.15,55.06,3.66,22.84,0.17
Delhi,25-05-2019,11.83,34.52,29.66,0.99,13.09,51.47,2.65,18.48,0.11
Delhi,26-05-2019,13.32,41.51,34.89,1.06,17.94,59.94,2.53,23.51,0.15
Delhi,02-06-2019,10.15,32.22,26.31,1.07,14.15,60.84,2.43,13.66,0.24
Delhi,03-06-2019,11.7,30.33,26.82,1.03,12.64,60.03,1.79,8.62,0.11
Delhi,04-06-2019,14.93,36.0,32.65,1.14,13.67,65.82,2.18,16.91,0.14
Delhi,05-06-2019,14.43,42.68,36.36,1.29,15.82,59.78,3.15,20.62,0.17
Delhi,06-06-2019,20.85,44.85,42.88,1.13,16.15,61.04,2.8,23.94,0.14
Delhi,07-06-2019,14.19,35.32,32.74,1.11,14.44,74.12,2.27,18.06,0.01
Delhi,12-06-2019,16.55,30.46,30.61,0.92,11.57,62.12,1.98,14.48,0.28
Delhi,13-06-2019,13.33,34.53,31.46,1.03,11.79,52.93,1.96,17.35,0.29
Delhi,14-06-2019,18.67,37.07,37.54,1.07,12.89,59.31,2.32,21.47,0.61
Delhi,16-06-2019,11.58,20.56,21.83,0.8,9.54,46.81,1.08,12.14,0.17
Delhi,17-06-2019,13.34,27.51,26.75,0.89,11.07,40.56,1.75,15.55,1.1
Delhi,18-06-2019,15.97,32.32,31.79,1.03,8.0,48.99,1.92,22.32,0.44
Delhi,19-06-2019,17.37,37.14,36.51,1.12,12.69,61.02,2.98,24.24,0.55
Delhi,20-06-2019,10.57,31.19,26.95,0.92,9.7,68.57,1.76,12.68,0.59
Delhi,21-06-2019,13.56,44.78,37.67,1.22,12.23,59.68,3.07,24.07,0.64
Delhi,22-06-2019,12.77,44.12,37.1,1.11,14.97,69.18,3.0,23.59,1.42
Delhi,23-06-2019,6.64,23.02,19.84,0.95,10.11,57.33,1.55,9.57,0.69
Delhi,24-06-2019,9.51,25.93,22.57,0.92,10.74,37.78,1.48,11.28,0.26
Delhi,25-06-2019,11.18,32.24,29.27,1.07,11.91,54.02,2.67,20.21,0.51
Delhi,26-06-2019,15.67,37.39,34.44,1.16,12.87,46.26,2.75,21.37,0.41
Delhi,27-06-2019,17.87,39.94,38.24,1.16,13.46,46.84,2.8,22.59,0.34
Delhi,28-06-2019,19.71,38.37,37.84,1.02,14.43,38.39,2.99,20.4,0.44
Delhi,29-06-2019,16.84,34.56,35.19,0.93,11.99,37.99,2.43,20.25,0.22
Delhi,30-06-2019,22.46,33.03,39.12,1.04,12.82,44.4,2.7,22.73,0.75
Delhi,01-07-2019,10.44,31.09,27.68,0.94,12.22,58.0,1.96,17.02,0.72
Delhi,02-07-2019,7.78,28.13,23.43,0.99,12.02,64.82,2.08,18.29,0.41
Delhi,03-07-2019,7.3,26.57,21.33,0.99,9.75,42.31,1.69,9.86,0.59
Delhi,04-07-2019,12.82,29.23,27.0,1.11,9.75,28.2,2.25,22.07,0.87
Delhi,05-07-2019,18.04,34.77,34.24,1.2,11.05,22.68,2.88,24.95,1.12
Delhi,06-07-2019,12.04,29.91,26.12,1.0,10.18,33.71,1.93,15.95,0.56
Delhi,07-07-2019,11.02,28.87,25.63,1.08,10.67,38.66,1.97,13.47,0.16
Delhi,08-07-2019,12.56,32.85,28.57,1.15,10.64,35.11,2.22,16.39,0.81
Delhi,09-07-2019,11.93,30.38,26.68,1.11,9.52,25.75,1.94,18.86,1.5
Delhi,10-07-2019,13.97,31.36,29.11,1.04,10.41,28.65,2.24,16.29,1.07
Delhi,11-07-2019,15.0,29.87,29.36,0.97,9.64,29.84,2.04,20.77,1.05
Delhi,12-07-2019,14.0,26.97,27.19,1.05,8.96,28.38,1.98,18.57,0.48
Delhi,13-07-2019,11.09,23.13,22.98,0.97,9.11,30.81,1.92,18.59,0.07
Delhi,14-07-2019,11.36,25.1,24.71,0.95,9.85,32.77,1.59,14.1,0.05
Delhi,15-07-2019,11.57,27.17,26.07,1.09,10.39,27.23,1.97,18.94,0.63
Delhi,16-07-2019,8.59,27.54,23.74,1.05,9.64,30.05,1.99,20.07,0.09
Delhi,17-07-2019,11.08,28.44,26.68,1.03,8.91,31.48,2.24,22.46,0.11
Delhi,18-07-2019,19.36,37.14,37.88,1.24,8.86,30.75,2.37,22.82,0.25
Delhi,25-07-2019,16.78,33.52,33.55,0.94,8.76,22.78,1.69,17.02,0.18
Delhi,26-07-2019,13.26,31.61,29.95,0.99,8.92,27.72,2.1,22.74,0.41
Delhi,27-07-2019,11.98,25.34,25.46,1.0,8.67,29.54,2.0,20.94,0.74
Delhi,28-07-2019,9.12,21.89,21.22,0.89,8.43,30.62,1.3,13.8,0.35
Delhi,29-07-2019,10.8,25.11,24.31,0.92,8.97,29.78,1.52,15.9,0.75
Delhi,30-07-2019,10.37,26.92,25.19,0.97,9.36,27.42,2.01,20.2,0.8
Delhi,31-07-2019,10.23,26.45,24.98,0.93,8.78,31.25,1.65,18.71,0.53
Delhi,01-08-2019,10.07,28.4,26.51,0.94,8.79,32.51,1.88,17.74,0.39
Delhi,02-08-2019,11.86,30.96,29.14,1.03,8.45,29.29,2.14,24.9,0.32
Delhi,04-08-2019,17.79,30.9,34.32,1.13,9.96,27.25,2.13,21.93,0.29
Delhi,05-08-2019,20.62,34.64,38.54,1.24,9.37,28.66,2.18,23.36,0.49
Delhi,06-08-2019,19.57,34.68,37.25,1.14,8.26,22.91,2.53,24.25,0.96
Delhi,08-08-2019,15.06,28.9,30.82,1.01,10.61,30.92,2.27,21.05,0.39
Delhi,09-08-2019,9.54,22.08,21.86,0.86,9.3,26.17,1.6,15.54,0.25
Delhi,10-08-2019,9.02,22.06,21.47,0.87,8.47,25.43,1.12,10.3,1.03
Delhi,11-08-2019,11.45,25.93,25.93,0.96,8.65,26.21,1.11,13.1,0.99
Delhi,12-08-2019,13.19,26.18,27.51,1.02,8.14,21.46,1.56,15.92,0.89
Delhi,13-08-2019,17.85,27.12,32.07,1.1,8.37,20.73,1.76,18.61,2.21
Delhi,15-08-2019,18.56,25.03,32.56,1.04,8.51,23.58,1.5,16.34,3.43
Delhi,16-08-2019,13.71,21.51,26.32,0.87,8.61,23.59,1.08,10.43,2.66
Delhi,17-08-2019,14.08,19.1,24.77,0.81,7.67,16.51,1.12,10.25,1.33
Delhi,18-08-2019,17.56,20.93,25.39,0.98,8.57,18.03,1.44,16.91,2.31
Delhi,20-08-2019,19.92,26.86,31.87,1.23,8.12,28.41,2.44,24.96,3.44
Delhi,21-08-2019,15.16,32.68,32.26,1.14,7.81,31.18,2.37,23.43,4.66
Delhi,25-08-2019,11.09,31.71,27.89,0.93,8.23,24.22,1.99,18.44,1.6
Delhi,26-08-2019,15.89,31.6,31.88,0.99,8.55,24.07,2.24,23.2,1.03
Delhi,28-08-2019,19.01,34.62,37.1,1.07,9.64,34.34,2.54,23.75,3.88
Delhi,29-08-2019,11.52,30.6,27.72,0.93,8.24,30.97,1.88,15.84,0.44
Delhi,30-08-2019,12.89,32.44,30.15,1.02,9.33,39.25,1.93,18.03,0.71
Delhi,01-09-2019,12.03,32.08,29.57,1.11,8.41,31.24,2.01,20.82,0.79
Delhi,02-09-2019,10.33,31.91,27.85,1.07,8.81,39.18,1.96,21.64,1.3
Delhi,05-09-2019,9.99,29.09,25.41,0.97,9.25,28.87,1.75,20.2,0.94
Delhi,06-09-2019,12.15,30.05,27.49,0.99,10.9,27.22,2.13,21.71,1.37
Delhi,07-09-2019,14.46,30.9,30.5,1.0,8.17,24.58,1.84,19.25,2.45
Delhi,08-09-2019,10.61,26.84,24.75,0.9,8.72,32.4,1.55,18.52,1.31
Delhi,09-09-2019,13.78,30.47,29.46,1.0,8.45,30.84,1.88,23.34,1.62
Delhi,12-09-2019,9.71,34.01,28.38,0.99,8.91,32.08,1.85,17.13,1.28
Delhi,13-09-2019,9.52,29.75,25.5,0.88,8.16,27.33,1.5,16.47,1.04
Delhi,14-09-2019,7.91,26.05,21.91,0.77,8.48,28.64,1.48,15.16,0.52
Delhi,15-09-2019,10.34,27.77,24.91,0.91,8.55,28.58,1.42,14.92,0.49
Delhi,17-09-2019,14.08,38.18,34.26,1.12,8.64,41.22,2.62,24.58,0.51
Delhi,18-09-2019,7.76,31.3,25.04,0.86,9.46,37.19,1.86,15.45,0.42
Delhi,19-09-2019,7.22,24.15,20.35,0.78,9.29,27.34,1.57,15.18,0.17
Delhi,20-09-2019,13.55,31.73,30.32,0.95,10.81,29.76,2.22,22.21,0.28
Delhi,21-09-2019,17.26,31.43,32.82,0.99,9.63,28.51,2.08,22.37,0.98
Delhi,22-09-2019,17.88,30.66,33.12,0.91,9.32,21.15,1.89,17.61,1.07
Delhi,23-09-2019,11.33,30.02,27.61,0.93,9.9,30.49,2.01,18.72,0.49
Delhi,24-09-2019,16.67,34.98,34.14,0.98,9.19,28.92,2.55,21.11,1.0
Delhi,25-09-2019,11.53,29.99,27.25,0.9,8.94,28.53,1.89,18.14,1.06
Delhi,26-09-2019,12.62,27.25,26.71,0.83,10.43,24.16,1.93,20.57,0.78
Delhi,27-09-2019,9.94,24.52,22.68,0.78,10.3,23.54,2.09,18.35,0.19
Delhi,28-09-2019,11.93,26.18,25.22,0.77,10.01,22.22,2.84,19.97,0.37
Delhi,29-09-2019,8.13,22.84,19.7,0.74,8.85,22.84,1.83,12.63,0.14
Delhi,30-09-2019,12.1,27.89,26.39,0.92,8.22,26.67,2.46,15.92,0.27
Delhi,01-10-2019,12.82,28.0,26.89,0.96,8.5,26.15,2.56,18.36,0.59
Delhi,02-10-2019,17.97,29.72,32.24,1.05,8.95,34.94,2.83,15.7,0.73
Delhi,05-10-2019,20.52,33.82,36.22,1.03,8.08,32.66,2.5,20.58,2.01
Delhi,06-10-2019,18.29,36.98,37.52,0.99,8.62,40.18,2.82,22.98,1.66
Delhi,07-10-2019,13.36,33.46,31.6,0.91,8.25,36.23,2.35,18.65,1.28
Delhi,08-10-2019,17.58,33.4,34.71,0.85,8.91,38.81,2.29,15.02,1.14
Delhi,18-10-2019,13.39,39.62,34.81,1.14,11.36,42.7,3.47,22.11,1.4
Delhi,28-10-2019,35.11,48.45,59.73,1.77,18.03,42.79,4.62,20.55,0.91
Delhi,17-11-2019,14.48,33.78,32.29,0.92,10.78,27.01,2.4,16.76,0.22
Delhi,18-11-2019,29.18,40.05,49.47,1.26,10.55,30.33,3.03,20.7,0.68
Delhi,24-11-2019,19.82,43.51,42.87,1.01,11.35,29.6,2.98,20.71,0.49
Delhi,28-11-2019,10.57,32.3,27.14,0.65,8.99,28.72,1.88,20.27,0.18
Delhi,01-12-2019,38.19,50.39,63.15,1.17,11.39,32.28,3.57,23.24,0.58
Delhi,13-12-2019,13.29,41.21,32.94,1.14,7.9,29.14,2.73,16.19,0.22
Delhi,15-12-2019,26.19,39.9,43.01,1.15,8.5,22.96,3.22,21.24,0.31
Delhi,16-12-2019,21.68,35.06,36.0,1.04,7.17,22.1,2.4,12.91,0.1
Delhi,17-12-2019,27.2,32.7,40.32,1.07,7.26,24.27,2.52,14.12,0.09
Delhi,18-12-2019,29.59,44.41,48.79,1.24,7.98,32.08,3.47,22.85,0.16
Delhi,22-12-2019,19.33,38.96,36.7,1.13,6.67,21.48,3.77,17.14,0.18
Delhi,23-12-2019,26.86,39.83,44.43,1.28,7.0,23.8,3.98,23.78,0.32
Delhi,25-12-2019,22.4,39.77,40.79,1.2,6.96,21.13,3.85,22.52,0.29
Delhi,26-12-2019,19.25,45.08,41.2,1.17,6.99,25.73,3.69,22.5,0.25
Delhi,07-01-2020,24.08,44.9,46.56,1.18,12.74,22.82,3.64,24.51,0.3
Delhi,08-01-2020,26.65,38.64,45.09,1.13,8.67,17.63,3.49,22.67,0.19
Delhi,09-01-2020,14.71,32.3,31.03,0.89,7.28,22.0,2.43,15.34,0.04
Delhi,10-01-2020,27.73,45.12,50.71,1.3,9.44,27.25,3.8,24.75,0.33
Delhi,14-01-2020,21.19,38.08,40.99,1.16,9.24,21.62,3.31,23.78,0.31
Delhi,17-01-2020,31.58,36.19,49.2,1.14,9.69,18.97,3.71,24.4,0.3
Delhi,19-01-2020,18.6,34.18,36.38,0.96,8.69,25.86,2.95,13.77,0.09
Delhi,20-01-2020,30.68,38.21,49.07,1.39,9.65,24.64,3.9,19.39,0.22
Delhi,23-01-2020,15.4,35.26,33.47,0.79,8.71,27.73,2.52,14.04,0.07
Delhi,24-01-2020,23.68,44.0,45.88,0.99,10.73,30.53,2.66,15.38,0.06
Delhi,28-01-2020,17.85,42.01,37.97,1.26,11.12,23.29,3.2,18.44,0.09
Delhi,29-01-2020,30.9,42.24,48.65,1.24,9.85,23.96,3.1,20.67,0.19
Delhi,30-01-2020,30.79,45.04,50.9,1.08,10.06,24.23,3.49,19.83,0.14
Delhi,31-01-2020,31.8,47.35,53.46,1.1,9.9,24.36,3.55,22.19,0.33
Delhi,02-02-2020,33.12,45.28,54.17,1.2,10.32,29.69,3.94,18.46,0.44
Delhi,06-02-2020,33.37,51.82,60.54,1.18,12.08,33.75,3.98,22.63,0.82
Delhi,08-02-2020,30.62,47.55,54.41,1.16,14.39,35.72,4.36,18.69,1.12
Delhi,09-02-2020,35.28,50.75,60.36,1.29,14.64,36.29,4.35,17.47,0.46
Delhi,12-02-2020,38.78,55.96,64.65,1.29,16.24,37.86,4.71,24.48,1.32
Delhi,13-02-2020,15.54,41.59,37.63,0.95,16.49,36.8,3.09,16.55,0.5
Delhi,14-02-2020,12.35,34.6,30.48,0.82,13.53,43.62,2.43,12.11,0.06
Delhi,15-02-2020,18.16,44.57,41.54,0.91,17.59,42.21,2.93,17.62,0.39
Delhi,18-02-2020,39.22,59.91,67.21,1.39,23.01,42.7,4.14,21.19,1.46
Delhi,20-02-2020,10.13,44.05,32.65,0.99,14.91,55.32,2.88,11.89,0.43
Delhi,21-02-2020,8.84,33.27,26.24,0.83,10.45,39.58,2.03,20.21,0.32
Delhi,22-02-2020,29.86,41.23,50.12,1.2,13.38,32.03,2.8,23.92,1.42
Delhi,24-02-2020,29.23,44.2,51.6,1.02,15.94,33.36,2.29,20.9,0.16
Delhi,25-02-2020,27.87,46.76,52.38,1.22,18.24,35.32,3.12,18.7,0.59
Delhi,27-02-2020,22.85,46.15,46.13,1.23,14.7,36.36,3.8,22.27,1.24
Delhi,28-02-2020,8.21,33.92,26.32,0.97,11.55,41.53,2.67,11.61,1.11
Delhi,29-02-2020,9.66,33.98,27.57,0.83,12.05,37.35,2.42,15.56,2.68
Delhi,05-03-2020,11.78,32.97,28.54,0.81,11.32,36.98,1.81,16.39,0.27
Delhi,06-03-2020,12.55,33.71,29.75,0.87,10.42,33.52,1.47,14.94,0.6
Delhi,07-03-2020,17.41,35.53,34.85,0.82,11.84,35.47,1.95,21.14,0.37
Delhi,09-03-2020,18.86,32.29,34.79,0.75,13.33,34.54,1.91,17.48,0.33
Delhi,10-03-2020,14.46,30.22,29.74,0.84,17.21,47.66,2.35,15.58,0.42
Delhi,11-03-2020,10.1,29.76,24.99,0.76,13.82,42.36,1.96,12.04,0.36
Delhi,12-03-2020,21.91,36.74,39.57,0.94,13.68,34.27,2.25,19.69,0.7
Delhi,13-03-2020,29.31,40.53,49.0,0.87,15.42,37.42,2.63,24.39,3.61
Delhi,14-03-2020,14.67,34.59,32.7,0.76,11.59,29.17,1.99,17.98,0.47
Delhi,15-03-2020,26.33,41.09,46.69,0.9,13.92,37.25,2.43,23.4,1.37
Delhi,16-03-2020,21.37,41.52,44.12,0.89,14.8,38.38,2.29,20.26,1.28
Delhi,17-03-2020,26.05,43.5,48.87,1.0,15.06,40.59,2.65,20.92,2.99
Delhi,22-03-2020,14.49,29.85,30.31,0.92,16.63,47.67,2.86,21.43,0.5
Delhi,23-03-2020,11.75,25.96,25.31,0.78,15.17,46.48,1.96,16.08,0.74
Delhi,24-03-2020,12.3,27.07,26.48,0.81,15.81,38.23,2.53,16.24,0.64
Delhi,25-03-2020,13.09,21.11,22.57,0.68,11.49,32.11,1.67,13.62,0.71
Delhi,26-03-2020,9.02,16.58,17.41,0.58,12.82,30.59,1.38,8.88,0.7
Delhi,27-03-2020,8.34,15.32,15.89,0.53,11.04,27.38,1.11,9.17,2.33
Delhi,28-03-2020,9.87,17.52,18.34,0.54,10.28,25.06,1.07,9.76,0.71
Delhi,29-03-2020,8.74,16.6,16.42,0.52,10.39,35.75,0.97,8.31,1.31
Delhi,30-03-2020,8.29,17.52,16.62,0.58,12.47,40.26,1.08,9.0,1.32
Delhi,31-03-2020,9.36,18.03,18.01,0.56,12.33,40.96,1.06,8.98,1.45
Delhi,01-04-2020,10.4,19.17,19.26,0.62,13.0,35.06,1.12,9.17,3.01
Delhi,02-04-2020,9.91,17.18,17.72,0.6,10.84,39.47,0.91,7.85,0.97
Delhi,03-04-2020,9.29,20.07,19.33,0.61,11.99,46.82,1.13,8.6,0.77
Delhi,04-04-2020,10.07,22.38,21.19,0.68,12.59,41.26,1.3,9.64,0.89
Delhi,05-04-2020,10.99,24.42,22.78,0.81,16.03,44.55,1.74,12.38,0.26
Delhi,06-04-2020,11.05,24.37,22.68,0.81,15.59,44.16,2.04,12.8,0.24
Delhi,07-04-2020,8.5,19.27,17.38,0.6,13.46,42.65,1.01,9.13,0.13
Delhi,08-04-2020,8.38,18.56,16.51,0.56,12.85,45.8,0.99,8.24,0.05
Delhi,09-04-2020,8.49,21.37,18.16,0.66,14.2,48.34,1.11,7.52,0.07
Delhi,10-04-2020,9.8,27.12,23.3,0.81,16.32,40.36,1.79,11.45,0.14
Delhi,11-04-2020,9.54,23.64,21.9,0.83,18.38,49.51,1.88,11.18,0.04
Delhi,12-04-2020,5.48,17.59,14.66,0.67,15.7,50.15,1.19,6.87,0.0
Delhi,13-04-2020,7.16,23.4,19.83,0.83,19.86,41.07,1.78,9.62,0.0
Delhi,14-04-2020,8.83,25.71,22.96,0.93,17.38,40.74,2.04,13.12,0.01
Delhi,15-04-2020,10.37,24.55,24.05,0.93,14.89,38.22,2.36,11.89,0.02
Delhi,16-04-2020,11.86,25.01,25.66,0.94,19.42,41.87,2.4,13.75,0.01
Delhi,17-04-2020,8.12,15.83,16.95,0.64,14.08,53.53,1.07,7.79,0.0
Delhi,18-04-2020,8.45,15.45,17.02,0.68,12.63,49.14,1.19,7.55,0.0
Delhi,19-04-2020,10.13,19.72,20.82,0.71,13.17,40.53,1.29,9.46,0.0
Delhi,20-04-2020,12.38,24.56,25.55,1.02,15.06,32.67,2.37,15.52,0.0
Delhi,21-04-2020,8.89,19.64,19.57,0.82,15.36,48.56,1.48,8.92,0.0
Delhi,22-04-2020,10.78,24.79,24.17,0.86,17.34,46.94,2.03,13.9,0.01
Delhi,23-04-2020,9.42,24.83,22.92,0.91,17.39,43.99,2.8,17.19,0.01
Delhi,24-04-2020,11.0,25.62,24.87,0.99,18.62,47.98,2.57,13.43,0.06
Delhi,25-04-2020,9.6,18.68,19.91,0.75,12.76,54.53,1.13,8.55,0.0
Delhi,26-04-2020,8.42,17.45,17.77,0.77,16.21,47.16,1.68,8.42,0.0
Delhi,27-04-2020,8.28,14.8,16.38,0.76,15.59,53.43,1.24,6.39,0.0
Delhi,28-04-2020,10.32,17.35,20.03,0.86,17.6,58.96,1.7,8.3,0.0
Delhi,29-04-2020,12.66,20.11,22.66,0.91,19.08,58.57,2.03,13.02,0.01
Delhi,30-04-2020,12.73,17.61,20.45,0.84,17.42,59.55,1.68,9.27,0.0
Delhi,01-05-2020,11.8,18.46,20.45,0.89,17.52,56.81,1.96,11.92,0.0
Delhi,02-05-2020,12.81,14.36,19.49,0.76,13.0,60.45,1.19,6.42,0.01
Delhi,03-05-2020,12.72,15.14,21.57,0.68,11.94,49.04,1.31,7.51,0.02
Delhi,04-05-2020,12.86,16.95,20.79,0.72,11.92,50.56,1.14,9.98,0.0
Delhi,05-05-2020,13.93,21.36,24.06,0.87,16.4,52.12,2.0,14.92,0.03
Delhi,06-05-2020,13.75,21.88,25.58,0.89,15.78,53.95,2.04,13.31,0.06
Delhi,07-05-2020,10.31,17.97,18.92,0.73,13.6,73.11,1.46,10.18,0.04
Delhi,08-05-2020,10.02,21.66,20.69,0.83,13.82,74.28,1.69,13.41,0.1
Delhi,09-05-2020,9.47,17.65,19.17,0.85,13.33,76.32,1.61,11.66,1.08
Delhi,10-05-2020,5.21,16.46,14.47,0.74,12.02,63.71,1.3,9.23,0.15
Delhi,11-05-2020,4.8,19.53,15.6,0.76,12.66,64.6,1.55,10.63,0.27
Delhi,12-05-2020,4.42,18.49,14.62,0.75,13.84,64.1,1.5,12.68,0.27
Delhi,13-05-2020,5.09,21.34,16.74,0.9,15.41,52.2,1.81,14.78,0.39
Delhi,14-05-2020,9.04,25.12,21.86,0.89,12.92,50.22,1.69,14.93,0.22
Delhi,15-05-2020,6.76,23.45,18.9,0.84,13.71,53.08,1.41,12.6,0.22
Delhi,16-05-2020,6.11,26.17,19.89,0.99,16.19,63.12,1.61,11.64,0.15
Delhi,17-05-2020,9.24,31.96,26.01,1.06,20.19,59.79,2.07,15.58,2.12
Delhi,18-05-2020,11.31,34.76,29.28,1.12,22.11,53.55,2.42,17.66,2.77
Delhi,19-05-2020,16.68,42.67,38.49,1.31,20.41,57.05,2.75,23.02,1.74
Delhi,20-05-2020,8.79,32.8,25.93,1.03,18.96,62.34,1.92,15.99,0.16
Delhi,21-05-2020,9.67,31.36,25.81,1.09,18.99,62.56,1.72,15.2,2.43
Delhi,24-05-2020,8.13,27.35,21.76,0.87,17.11,53.31,1.76,15.43,0.07
Delhi,25-05-2020,9.3,30.92,25.0,0.94,21.3,54.74,1.88,13.82,0.11
Delhi,26-05-2020,19.09,37.79,37.41,1.1,16.82,38.73,2.51,24.05,0.27
Delhi,27-05-2020,7.58,26.95,21.37,0.83,14.49,66.77,1.7,16.71,0.05
Delhi,28-05-2020,4.89,17.1,13.26,0.8,11.68,55.92,1.11,7.56,0.01
Delhi,29-05-2020,5.14,19.02,14.69,0.77,9.95,47.48,1.1,10.48,0.03
Delhi,30-05-2020,5.04,18.51,14.11,0.84,9.95,50.29,0.95,7.61,0.01
Delhi,31-05-2020,5.02,17.05,13.15,0.84,9.06,42.29,1.05,9.05,0.26
Delhi,01-06-2020,5.87,22.99,17.6,0.96,14.02,50.57,1.94,16.96,0.38
Delhi,02-06-2020,7.25,24.78,19.94,0.92,12.71,50.06,1.75,21.26,0.68
Delhi,03-06-2020,7.07,28.02,21.64,0.9,15.91,52.16,1.93,20.14,0.85
Delhi,05-06-2020,7.6,25.87,20.45,0.87,12.46,44.83,2.0,18.02,2.01
Delhi,06-06-2020,5.85,21.25,16.37,0.82,10.69,51.46,1.6,11.45,0.38
Delhi,07-06-2020,6.5,22.65,17.92,0.86,11.89,45.4,1.82,17.23,0.8
Delhi,08-06-2020,7.94,25.81,21.44,0.94,15.78,51.77,1.99,20.22,0.47
Delhi,10-06-2020,16.38,34.31,35.09,1.03,14.12,40.8,2.17,24.61,1.52
Delhi,11-06-2020,12.37,30.94,30.0,0.91,12.74,40.63,1.84,22.43,0.97
Delhi,12-06-2020,12.41,30.05,29.74,1.06,12.9,43.37,2.16,19.86,0.67
Delhi,13-06-2020,8.9,25.46,22.93,0.95,10.59,34.95,2.09,17.4,0.53
Delhi,14-06-2020,8.19,26.01,22.01,1.04,13.57,38.86,2.42,23.32,1.71
Delhi,15-06-2020,7.8,25.95,21.79,0.88,12.57,48.39,1.9,16.58,0.73
Delhi,16-06-2020,7.35,24.58,19.98,0.88,12.08,51.4,1.99,19.29,0.51
Delhi,17-06-2020,5.47,16.94,14.73,0.78,10.84,48.72,1.55,14.6,0.19
Delhi,18-06-2020,6.02,18.32,15.69,0.82,12.19,47.98,1.5,12.01,0.22
Delhi,19-06-2020,6.58,17.78,15.57,0.86,11.98,40.95,1.69,14.04,0.27
Delhi,20-06-2020,6.53,20.37,17.92,0.8,10.98,36.24,1.42,14.47,0.2
Delhi,21-06-2020,7.21,23.7,19.89,0.85,11.71,33.92,1.51,17.57,0.63
Delhi,22-06-2020,5.67,20.61,17.46,0.91,11.08,42.76,1.54,18.47,0.37
Delhi,23-06-2020,6.22,16.39,15.33,0.88,11.09,28.64,1.25,12.99,0.33
Delhi,24-06-2020,6.63,16.84,15.72,0.89,11.02,24.77,1.28,12.13,0.27
Delhi,25-06-2020,9.33,21.41,21.17,1.02,11.28,25.92,1.59,19.18,0.49
Delhi,26-06-2020,9.67,22.06,21.75,1.01,11.66,24.82,2.07,23.31,0.7
Delhi,27-06-2020,10.88,21.46,22.47,0.87,10.38,18.88,1.69,19.99,0.43
Delhi,28-06-2020,12.67,21.6,23.86,0.94,10.7,18.05,1.71,25.13,1.74
Delhi,29-06-2020,10.5,21.57,21.94,0.88,11.58,26.61,2.13,23.8,1.13
Delhi,30-06-2020,5.99,17.96,15.44,0.84,10.51,37.29,1.57,16.37,0.49
Delhi,01-07-2020,6.33,21.05,16.81,0.97,11.15,29.73,2.03,23.57,0.65
Gurugram,02-04-2020,12.23,16.0,10.82,0.52,15.97,61.46,1.68,2.74,2.54
Gurugram,03-04-2020,5.33,12.75,9.72,0.47,15.3,66.52,1.62,2.69,2.45
Gurugram,04-04-2020,5.55,12.52,9.22,0.52,14.86,58.64,1.77,2.69,2.48
Gurugram,05-04-2020,7.51,15.9,12.04,0.69,15.2,53.97,2.06,2.74,2.7
Gurugram,06-04-2020,5.54,14.5,10.57,0.65,15.57,54.3,2.06,2.77,2.73
Gurugram,07-04-2020,5.26,11.95,8.78,0.43,14.66,61.31,1.67,2.69,2.4
Gurugram,08-04-2020,5.04,10.94,8.45,0.42,14.11,62.85,1.63,2.67,2.25
Gurugram,09-04-2020,4.98,12.14,9.19,0.47,14.14,67.87,1.74,2.66,2.32
Gurugram,10-04-2020,8.54,18.33,13.59,0.68,14.23,50.44,2.55,2.71,2.57
